search URL:,https://patents.google.com/?assignee=Hewlett+Packard+Co+%3CHp%3E&oq=assignee:%28HP%29
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
JP-2004009746-A,Ink pen assembly ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニーＨｅｗｌｅｔｔ−Ｐａｃｋａｒｄ　Ｃｏｍｐａｎｙ","Jaime H Bohorquez, John H Dion, Arthur R Hart, Niels J Nielsen, Charles E Schinner, アーサー・アール・ハート, ジェイム・エイチ・ボホークエヅ, ジョン・エイチ・ディオン, チャーリーズ・イー・シャイナー, ニールス・ジェイ・ニールセン",1994-03-10,2003-10-08,2004-01-15,,https://patents.google.com/patent/JP2004009746A/en,https://patentimages.storage.googleapis.com/df/7c/1e/80ee49e564c46c/2004009746-3.png
JP-2004001558-A,Device for arranging inkjet cartridge ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニーＨｅｗｌｅｔｔ−Ｐａｃｋａｒｄ　Ｃｏｍｐａｎｙ","Robert W Beauchamp, Keith E Cobbs, Paul R Sorenson, ケイス・イー・コブス, ポール・ランダ−ル・ソレンソン, ロバート・ダヴリュー・ビューチャンプ",1993-04-30,2003-07-30,2004-01-08,,https://patents.google.com/patent/JP2004001558A/en,https://patentimages.storage.googleapis.com/e1/a3/69/5dcc6f3069f62b/2004001558-4.png
JP-2004000583-A,Apparatus and method for determining pharmaceutical effect termination date ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニーＨｅｗｌｅｔｔ−Ｐａｃｋａｒｄ　Ｃｏｍｐａｎｙ","Daniel Robert Blakley, ダニエル・ロバート・ブレイクリー",2002-04-29,2003-04-25,2004-01-08,,https://patents.google.com/patent/JP2004000583A/en,https://patentimages.storage.googleapis.com/95/a0/b9/10cdee773ce972/2004000583-3.png
JP-2005346703-A,Event-processing system ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニーＨｅｗｌｅｔｔ−Ｐａｃｋａｒｄ  Ｃｏｍｐａｎｙ","Keith Alexander Harrison, ハリソン・キース・アレクサンダ",1994-06-10,2005-05-10,2005-12-15,,https://patents.google.com/patent/JP2005346703A/en,https://patentimages.storage.googleapis.com/b9/24/94/f07a14134a35aa/2005346703-3.png
JP-2005096479-A,Printhead for ink-jet printer ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニーＨｅｗｌｅｔｔ−Ｐａｃｋａｒｄ  Ｃｏｍｐａｎｙ","K Agawaru Alan, L Weber Timothy, アラン・ケー・アガワル, ティモシー・エル・ウエバー",1997-02-25,2004-12-21,2005-04-14,,https://patents.google.com/patent/JP2005096479A/en,https://patentimages.storage.googleapis.com/be/23/3e/618f6a2aa8489d/2005096479-3.png
JP-2004005381-A,System for partitioning storage area network related to data library ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニーＨｅｗｌｅｔｔ−Ｐａｃｋａｒｄ　Ｃｏｍｐａｎｙ","Peter Thomas Camble, Stephen Gold, Dicorpo Jeffrey, ジェフリー・ディコーポ, スティーブン・ゴールド, ピーター・トーマス・キャンブル",2001-12-28,2002-12-18,2004-01-08,,https://patents.google.com/patent/JP2004005381A/en,https://patentimages.storage.googleapis.com/c0/c4/00/f92fee4c1d8733/2004005381-3.png
JP-2004032666-A,System and method preventing unauthorized use of wireless device ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニーＨｅｗｌｅｔｔ−Ｐａｃｋａｒｄ　Ｃｏｍｐａｎｙ","Tim Goldstein, Tom Howard, ティム・ゴールドスタイン, トム・ハワード",2002-01-02,2003-01-06,2004-01-29,,https://patents.google.com/patent/JP2004032666A/en,https://patentimages.storage.googleapis.com/45/8b/d9/99b195440dd982/2004032666-3.png
JP-2004058669-A,Method and device for discriminating type of printing medium ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニーＨｅｗｌｅｔｔ−Ｐａｃｋａｒｄ　Ｃｏｍｐａｎｙ","Shii Sumisu Jieimusu, ジェイムス・シー・スミス",1997-06-09,2003-06-16,2004-02-26,,https://patents.google.com/patent/JP2004058669A/en,https://patentimages.storage.googleapis.com/b9/76/f3/9abf36b00f0f42/2004058669-3.png
JP-2004038606-A,Method for evaluating specificity of document ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニーＨｅｗｌｅｔｔ−Ｐａｃｋａｒｄ　Ｃｏｍｐａｎｙ","Takahiko Kawatani, 川谷　隆彦",2002-07-04,2002-07-04,2004-02-05,,https://patents.google.com/patent/JP2004038606A/en,https://patentimages.storage.googleapis.com/53/f2/6e/d3e195bc64b375/2004038606-46.png
JP-2004007620-A,Communication apparatus having incoming call management function ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニーＨｅｗｌｅｔｔ−Ｐａｃｋａｒｄ　Ｃｏｍｐａｎｙ","James Anderson, Benjamin D Kimbell, ジェームズ・アンダーソン, ベンジャミン・ディー・キンベル",2002-05-21,2003-04-25,2004-01-08,,https://patents.google.com/patent/JP2004007620A/en,https://patentimages.storage.googleapis.com/58/4c/a1/e9e67e9196ce09/2004007620-3.png
JP-2004034692-A,Photo album equipped with media regenerative function via surface network ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニーＨｅｗｌｅｔｔ−Ｐａｃｋａｒｄ　Ｃｏｍｐａｎｙ","Guy De Warrenne Bruce Adams, David Mark Frohlich, ガイ　デ　ワレン　ブルース　アダムス, デーヴィッド　マーク　フローリッヒ",2002-03-13,2003-03-06,2004-02-05,,https://patents.google.com/patent/JP2004034692A/en,https://patentimages.storage.googleapis.com/41/72/f4/f4d691452dfd1f/2004034692-3.png
JP-2005004786-A,Data processing system with data protection mechanism against power source failure ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニーＨｅｗｌｅｔｔ−Ｐａｃｋａｒｄ  Ｃｏｍｐａｎｙ","John C Harwell, Michael R Rusnack, ジョン・シー・ハーウェル, ミッシェル・アール・ラスナック",1993-03-02,2004-07-22,2005-01-06,,https://patents.google.com/patent/JP2005004786A/en,https://patentimages.storage.googleapis.com/76/85/31/0fefcc25e36d51/2005004786-3.png
JP-2004030574-A,Processor integrated circuit for dynamically allocating cache memory ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニーＨｅｗｌｅｔｔ−Ｐａｃｋａｒｄ　Ｃｏｍｐａｎｙ","Donald C Soltis Jr, ドナルド・シー・ソルティス、ジュニア",2002-03-06,2003-03-05,2004-01-29,,https://patents.google.com/patent/JP2004030574A/en,https://patentimages.storage.googleapis.com/5c/59/d5/425835b32fdf18/2004030574-3.png
JP-2004194330-A,Method of accessing target entity over communication network ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニーＨｅｗｌｅｔｔ−Ｐａｃｋａｒｄ  Ｃｏｍｐａｎｙ","Colin Low, Andrew Franklin Seaborn, シーボーン・アンドリュー・フランクリン, ロウ・コリン",1996-02-20,2003-12-10,2004-07-08,,https://patents.google.com/patent/JP2004194330A/en,https://patentimages.storage.googleapis.com/c9/cf/39/640e71d931793a/2004194330-3.png
JP-2008181887-A,Battery residue measuring instrument to identify battery chemical property ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニーＨｅｗｌｅｔｔ−Ｐａｃｋａｒｄ  Ｃｏｍｐａｎｙ","Heather N Bean, Christopher Whitman, クリストファー・ホイットマン, ヘザー・エヌ・ビーン",2001-08-29,2008-02-27,2008-08-07,,https://patents.google.com/patent/JP2008181887A/en,https://patentimages.storage.googleapis.com/c3/8a/3c/f5707c151707cf/2008181887-3.png
JP-2004250235-A,Printing medium feeder ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニーＨｅｗｌｅｔｔ−Ｐａｃｋａｒｄ  Ｃｏｍｐａｎｙ","James A Kazakoff, ジェイムス・エイ・カザコッフ",1994-05-24,2004-05-26,2004-09-09,,https://patents.google.com/patent/JP2004250235A/en,https://patentimages.storage.googleapis.com/a1/38/c6/34034ea3ae3cde/2004250235-3.png
JP-2004005950-A,Resistive cross point memory cell array with cross couple latching sense amplifier ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニーＨｅｗｌｅｔｔ−Ｐａｃｋａｒｄ　Ｃｏｍｐａｎｙ","Lung T Tran, ルン・ティー・トラン",2002-04-30,2003-04-24,2004-01-08,,https://patents.google.com/patent/JP2004005950A/en,https://patentimages.storage.googleapis.com/94/5d/0f/3a00116f3e2864/2004005950-3.png
JP-2004046788-A,Distributed resource architecture and system ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニーＨｅｗｌｅｔｔ−Ｐａｃｋａｒｄ　Ｃｏｍｐａｎｙ","Byron A Alcorn, バイロン・エイ・アルコーン",2002-02-27,2003-02-27,2004-02-12,,https://patents.google.com/patent/JP2004046788A/en,https://patentimages.storage.googleapis.com/86/7c/d2/f41c13e4a326c3/2004046788-3.png
JP-2007125897-A,Printing apparatus and method ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニーＨｅｗｌｅｔｔ−Ｐａｃｋａｒｄ  Ｃｏｍｐａｎｙ","Daryl E Anderson, Schloemann Dennis, S Beck Jeffrey, ジェフリー・エス・ベック, ダリル・イー・アンダーソン, デニス・シュレーマン",1999-01-13,2007-02-09,2007-05-24,,https://patents.google.com/patent/JP2007125897A/en,https://patentimages.storage.googleapis.com/49/a9/2a/624c1562ebb4e7/2007125897-3.png
JP-2004054935-A,Method and device for detecting bit error in maskable content addressable memory ,"Hewlett Packard Co <Hp>, Intel Corp, インテル・コーポレーション, ヒューレット・パッカード・カンパニーＨｅｗｌｅｔｔ−Ｐａｃｋａｒｄ　Ｃｏｍｐａｎｙ","Cameron B Mcnairy, Benjamin J Patella, Lee Arnold Ronney, Kevin David Safford, キャメロン・ビー・マクネアリー, ケヴィン・デイヴィッド・サフォード, ベンジャミン・ジェイ・パテラ, ロニー・リー・アーノルド",2002-07-16,2003-06-27,2004-02-19,,https://patents.google.com/patent/JP2004054935A/en,https://patentimages.storage.googleapis.com/80/99/ee/01bba413185608/2004054935-3.png
JP-2004031904-A,Memory cell ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニーＨｅｗｌｅｔｔ−Ｐａｃｋａｒｄ　Ｃｏｍｐａｎｙ","Daryl Anderson, Peter Fricke, Brocklin Andrew L Van, アンドリュー・エル・ヴァン・ブルックリン, ダリル・アンダーソン, ピーター・フリック",2002-04-10,2003-02-27,2004-01-29,,https://patents.google.com/patent/JP2004031904A/en,https://patentimages.storage.googleapis.com/b4/1b/90/a42531dfb1e79e/2004031904-4.png
JP-2004120801-A,Offset elimination and spatial frequency bandpass filtering circuit and method for light receiving apparatus signal ,"Agilent Technol Inc, Hewlett Packard Co <Hp>, アジレント・テクノロジーズ・インクＡｇｉｌｅｎｔ　Ｔｅｃｈｎｏｌｏｇｉｅｓ，　Ｉｎｃ．, ヒューレット・パッカード・カンパニーＨｅｗｌｅｔｔ−Ｐａｃｋａｒｄ　Ｃｏｍｐａｎｙ","Richard A Baumgartner, David Beard, Travis N Blalock, Thomas Hornak, バウムガートナー，リチャード，エイ, ブラロック，トラヴィス，エヌ, ベアード，デイヴィス, ホーナック，トーマス",1996-01-25,2003-12-26,2004-04-15,,https://patents.google.com/patent/JP2004120801A/en,https://patentimages.storage.googleapis.com/e9/af/b2/e1d3620c857247/2004120801-7.png
JP-2008138212-A,Ink composition showing color fading stability based on blend of rhodamine and metal-containing dyestuff ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニーＨｅｗｌｅｔｔ−Ｐａｃｋａｒｄ  Ｃｏｍｐａｎｙ","Alexey S Kabalnov, Patricia A Wang, アレクセイ・エス・カバルノフ, パトリシア・エイ・ワン",2002-01-30,2007-12-18,2008-06-19,,https://patents.google.com/patent/JP2008138212A/en,https://patentimages.storage.googleapis.com/fa/26/80/b0b98a295681f0/2008138212-20.png
JP-2004163983-A,Organic photoconductor for positive charging ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニーＨｅｗｌｅｔｔ−Ｐａｃｋａｒｄ  Ｃｏｍｐａｎｙ","Khe Chanh Nguyen, チャン  グエン ケ",1993-01-28,2004-02-16,2004-06-10,,https://patents.google.com/patent/JP2004163983A/en,https://patentimages.storage.googleapis.com/fa/3e/13/1e3538368bfbdf/2004163983-29.png
JP-2004241119-A,Auto-changer ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニーＨｅｗｌｅｔｔ−Ｐａｃｋａｒｄ  Ｃｏｍｐａｎｙ","Roy Williams Philip, Andrew Demond Steven, Stewart Macle William, ウイリアム・スチュワート・メイクル, スティーヴン・アンドリュー・ディーモンド, フィリップ・ロイ・ウイリアムズ",1992-05-15,2004-04-15,2004-08-26,,https://patents.google.com/patent/JP2004241119A/en,https://patentimages.storage.googleapis.com/74/b8/a3/5b7f18a326fa29/2004241119-3.png
JP-2005038103-A,"Guide device, guide system and guide method ","Hewlett Packard Co <Hp>, Ntt Docomo Inc, ヒューレット・パッカード・カンパニーＨｅｗｌｅｔｔ−Ｐａｃｋａｒｄ  Ｃｏｍｐａｎｙ, 株式会社エヌ・ティ・ティ・ドコモ","Hirofumi Bono, Toshiki Iso, Masaharu Kurakake, Mceachern Marc, Shinya Nakagawa, Seita Otsuji, Hidenori Shimizu, Taro Sugawara, Toshiaki Sugimura, Hironori Suzuki, Fumitoshi Ukai, マッキーチャン マーク, 真也 中川, 正治 倉掛, 博典 坊野, 清太 大辻, 利明 杉村, 英則 清水, 俊樹 磯, 太郎 菅原, 裕紀 鈴木, 文敏 鵜飼",2003-07-17,2003-07-17,2005-02-10,,https://patents.google.com/patent/JP2005038103A/en,https://patentimages.storage.googleapis.com/b7/07/53/125a99342c4b76/2005038103-3.png
JP-2008048398-A,Method and system for delivering streaming media to fixed client or mobile client with multiple description bitstreams ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニーＨｅｗｌｅｔｔ−Ｐａｃｋａｒｄ  Ｃｏｍｐａｎｙ","John G Apostolopoulos, Sujoy Basu, Jeane Chen, Rajendra Kumar, Sumit Roy, Bo Shen, Wai-Tan Tan, Susie J Wee, Tina Wong, サミット・ロイ, ジーン・チェン, ジョン・ジー・アポストロポウロス, スージー・ジェイ・ウィー, スジョイ・バス, ティナ・ウォン, ボー・シェン, ラジェンドラ・クマー, ワイタン・タン",2001-07-03,2007-07-30,2008-02-28,,https://patents.google.com/patent/JP2008048398A/en,https://patentimages.storage.googleapis.com/a2/60/5d/c129e233151d09/2008048398-3.png
JP-2004259206-A,"Information management apparatus, information output system, portable terminal, and information output method ","Hewlett Packard Co <Hp>, Ntt Docomo Inc, ヒューレット・パッカード・カンパニーＨｅｗｌｅｔｔ−Ｐａｃｋａｒｄ  Ｃｏｍｐａｎｙ, 株式会社エヌ・ティ・ティ・ドコモ","Hirofumi Bono, Toshiki Iso, Masaharu Kurakake, Mceachern Marc, Shinya Nakagawa, Seita Otsuji, Hidenori Shimizu, Taro Sugawara, Toshiaki Sugimura, Hironori Suzuki, Fumitoshi Ukai, Takashi Yuasa, マッキーチャン マーク, 真也 中川, 正治 倉掛, 博典 坊野, 清太 大辻, 利明 杉村, 英則 清水, 敬 湯浅, 俊樹 磯, 太郎 菅原, 裕紀 鈴木, 文敏 鵜飼",2003-02-27,2003-02-27,2004-09-16,,https://patents.google.com/patent/JP2004259206A/en,https://patentimages.storage.googleapis.com/d2/00/e4/dd9a22c41e58e6/2004259206-3.png
JP-2004001426-A,Printer for collecting at least one waste produced by printing operation and method of treating and capturing waste produced during the printing ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニーＨｅｗｌｅｔｔ−Ｐａｃｋａｒｄ　Ｃｏｍｐａｎｙ","Richard Anderson, Yi-Hua Tsao, イー・ホァ・ツァオ, リチャード・アンダーソン",2002-03-21,2003-03-20,2004-01-08,,https://patents.google.com/patent/JP2004001426A/en,https://patentimages.storage.googleapis.com/87/67/9e/3ff5fb668556a9/2004001426-3.png
JP-2004004568-A,Device for fixing toner on medium ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニーＨｅｗｌｅｔｔ−Ｐａｃｋａｒｄ　Ｃｏｍｐａｎｙ","Eric Unger Eskey, エリック・アンガー・エスキー",2002-02-22,2003-02-21,2004-01-08,,https://patents.google.com/patent/JP2004004568A/en,https://patentimages.storage.googleapis.com/0c/84/f8/b4b83be92b74b5/2004004568-3.png
JP-2005322223-A,Computer system ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニーＨｅｗｌｅｔｔ−Ｐａｃｋａｒｄ  Ｃｏｍｐａｎｙ","Brian K Arnold, ブライアン・ケー・アーノルド",1993-07-13,2005-04-12,2005-11-17,,https://patents.google.com/patent/JP2005322223A/en,https://patentimages.storage.googleapis.com/5d/c3/82/f60f2abb0f1b66/2005322223-3.png
JP-2005020779-A,Method of using digital camera ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニーＨｅｗｌｅｔｔ−Ｐａｃｋａｒｄ  Ｃｏｍｐａｎｙ","Charles E Schinner, チャールズ・イー・シンナー",2000-10-31,2004-08-27,2005-01-20,,https://patents.google.com/patent/JP2005020779A/en,https://patentimages.storage.googleapis.com/7e/36/36/5d26103fb02d18/2005020779-3.png
JP-2004006304-A,Electrochemical device ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニーＨｅｗｌｅｔｔ−Ｐａｃｋａｒｄ　Ｃｏｍｐａｎｙ","Makarand P Gore, マカランド・ピー・ゴア",2002-04-10,2003-04-09,2004-01-08,,https://patents.google.com/patent/JP2004006304A/en,https://patentimages.storage.googleapis.com/20/d0/34/74bae949d75394/2004006304-3.png
JP-2004163866-A,Liquid crystal device ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニーＨｅｗｌｅｔｔ−Ｐａｃｋａｒｄ  Ｃｏｍｐａｎｙ","Adrian Derek Geisow, Stephen Christopher Kitson, エイドリアン・デレク・ゲイソウ, ステファン・クリストファー・キトソン",2002-04-30,2003-04-30,2004-06-10,,https://patents.google.com/patent/JP2004163866A/en,https://patentimages.storage.googleapis.com/83/7e/19/9befa2e6778f3d/2004163866-3.png
JP-2004006777-A,Memory structure ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニーＨｅｗｌｅｔｔ−Ｐａｃｋａｒｄ　Ｃｏｍｐａｎｙ","Peter Fricke, Andrew Koll, James Stasiak, Lung Tran, Brocklin Andrew L Van, アンドリュー・エル・ヴァン・ブロックリン, アンドリュー・コール, ジェイムス・スタシアク, ピーター・フリッケ, ルン・トラン",2002-04-02,2003-04-01,2004-01-08,,https://patents.google.com/patent/JP2004006777A/en,https://patentimages.storage.googleapis.com/da/0f/0b/30b769e14e5e87/2004006777-3.png
JP-2006085740-A,Application software configuration method ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニーＨｅｗｌｅｔｔ−Ｐａｃｋａｒｄ  Ｃｏｍｐａｎｙ","Brian Costa, ブライアン・コスタ",1998-05-29,2005-12-12,2006-03-30,,https://patents.google.com/patent/JP2006085740A/en,https://patentimages.storage.googleapis.com/9b/be/ac/faad42e1288036/2006085740-3.png
JP-2008186474-A,"System and method for electronic network authorization using authorization device, and field of apparatus invention for performing the same ","Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニーＨｅｗｌｅｔｔ−Ｐａｃｋａｒｄ  Ｃｏｍｐａｎｙ","Kevin Hughes, Bipinkumar G Parmar, Humphrey Williams, ウイリアムズ，ハムフリ, パーマ，ビピンカマ，ジー, ヒューズ，ケヴィン",1996-04-26,2008-03-05,2008-08-14,,https://patents.google.com/patent/JP2008186474A/en,https://patentimages.storage.googleapis.com/32/19/88/544e104ffd9b30/2008186474-11.png
JP-2004090650-A,Method for forming ink cartridge ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニーＨｅｗｌｅｔｔ−Ｐａｃｋａｒｄ　Ｃｏｍｐａｎｙ","Deenadayalu Chundury, Mindy A Hamlin, James G Salter, David W Swanson, ジェームズ・ジー・サルター, ディーナダヤル・チャンデュリー, デイヴィッド・ダヴリュ・スワンソン, ミンディー・エイ・ハムリン",1993-05-03,2003-09-10,2004-03-25,,https://patents.google.com/patent/JP2004090650A/en,https://patentimages.storage.googleapis.com/66/87/cd/9d0609c26c1bc0/2004090650-4.png
JP-2004005960-A,Abrasion-resistant magnetic write head ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニーＨｅｗｌｅｔｔ−Ｐａｃｋａｒｄ　Ｃｏｍｐａｎｙ","Patricia A Beck, George M Clifford Jr, Poorman Paul, H Henze Richard, Howe Stephen, ジョージ・エム・クリフォード，ジュニア, ステファン・ハウ, パトリシア・エー・ベック, ポール・プアマン, リチャード・エイチ・ヘンゼ",1999-05-18,2003-04-30,2004-01-08,,https://patents.google.com/patent/JP2004005960A/en,https://patentimages.storage.googleapis.com/b7/ac/6f/df64cbfe6274de/2004005960-3.png
JP-2004163867-A,Bistable nematic liquid crystal device ,"Hewlett Packard Co <Hp>, ヒューレット・パッカード・カンパニーＨｅｗｌｅｔｔ−Ｐａｃｋａｒｄ  Ｃｏｍｐａｎｙ","David Sikharulidze, デイビッド・シクハルリゼ",2002-04-30,2003-04-30,2004-06-10,,https://patents.google.com/patent/JP2004163867A/en,https://patentimages.storage.googleapis.com/7a/7c/ec/4922914b681e37/2004163867-3.png
