search URL:,https://patents.google.com/?assignee=Dell&oq=assignee:%28Dell%29
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-5611057-A,Computer system modular add-in daughter card for an adapter card which also functions as an independent add-in card ,"Dell Usa, L.P.","Victor K. Pecone, Russell C. Smith, Jay R. Lory",1994-10-06,1995-01-20,1997-03-11,1997-03-11,https://patents.google.com/patent/US5611057A/en,https://patentimages.storage.googleapis.com/ec/e4/5f/54aecd60d5b7d0/US5611057-drawings-page-2.png
US-5268845-A,Method for detecting low battery state without precise calibration ,Dell Corporate Services Corp.,"Warren W. Startup, Gregory N. Stewart",1991-02-14,1991-02-14,1993-12-07,1993-12-07,https://patents.google.com/patent/US5268845A/en,https://patentimages.storage.googleapis.com/42/c6/28/cb9a700c2093c4/US5268845-drawings-page-2.png
US-6654830-B1,Method and system for managing data migration for a storage system ,Dell Products L.P.,"James A. Taylor, Alan R. Merrell, Ronald L. Parks, Alastair Taylor",1999-03-25,1999-12-06,2003-11-25,2003-11-25,https://patents.google.com/patent/US6654830B1/en,https://patentimages.storage.googleapis.com/e7/9d/90/649485066323e3/US6654830-drawings-page-2.png
US-5388267-A,Method and apparatus for updating and restoring system BIOS functions while maintaining BIOS integrity ,"Dell Usa, L.P.","Wai-Ming R. Chan, Eric W. Schieve, Charles P. Zeller, Gary W. Abbott",1991-05-29,1991-05-29,1995-02-07,1995-02-07,https://patents.google.com/patent/US5388267A/en,https://patentimages.storage.googleapis.com/c0/0f/6c/5c709dee97defb/US5388267-drawings-page-2.png
US-6275820-B1,System and method for integrating search results from heterogeneous information resources ,Perot Systems Corporation,"Dundee Navin-Chandra, Yong Gao",1998-07-16,1998-07-16,2001-08-14,2001-08-14,https://patents.google.com/patent/US6275820B1/en,https://patentimages.storage.googleapis.com/82/22/3b/958674fe157c88/US6275820-drawings-page-2.png
US-6609213-B1,Cluster-based system and method of recovery from server failures ,"Dell Products, L.P.","Nam Nguyen, Michael Kosacek",2000-08-10,2000-08-10,2003-08-19,2003-08-19,https://patents.google.com/patent/US6609213B1/en,https://patentimages.storage.googleapis.com/d3/18/d9/c945d1d5489d5a/US06609213-20030819-D00000.png
US-5661632-A,Hand held computer with dual display screen orientation capability controlled by toggle switches having first and second non-momentary positions ,"Dell Usa, L.P.",David S. Register,1994-01-04,1995-09-29,1997-08-26,1997-08-26,https://patents.google.com/patent/US5661632A/en,https://patentimages.storage.googleapis.com/92/8c/ec/92c78f406dd50e/US5661632-drawings-page-2.png
US-6598174-B1,Method and apparatus for storage unit replacement in non-redundant array ,Dell Products L.P.,"Ronald Parks, Alastair Taylor, James A. Taylor",2000-04-26,2000-04-26,2003-07-22,2003-07-22,https://patents.google.com/patent/US6598174B1/en,https://patentimages.storage.googleapis.com/9b/80/89/aff26653dfb4f8/US06598174-20030722-D00000.png
US-6182275-B1,Generation of a compatible order for a computer system ,"Dell Usa, L.P.","Alan E. Beelitz, Paul J. Maia",1998-01-26,1998-01-26,2001-01-30,2001-01-30,https://patents.google.com/patent/US6182275B1/en,https://patentimages.storage.googleapis.com/f3/e7/0e/696f19c2680e35/US6182275-drawings-page-3.png
US-6385766-B1,Method and apparatus for windows-based installation for installing software on build-to-order computer systems ,Dell Usa L.P.,"Bobby G. Doran, Jr., Bill Hyden, Terry Wayne Liles",1999-05-20,1999-05-20,2002-05-07,2002-05-07,https://patents.google.com/patent/US6385766B1/en,https://patentimages.storage.googleapis.com/59/89/89/0a7564e13ec3d2/US6385766-drawings-page-2.png
US-6236901-B1,Manufacturing system and method for assembly of computer systems in a build-to-order environment ,"Dell Usa, L.P.",Lois Goss,1998-03-31,1998-03-31,2001-05-22,2001-05-22,https://patents.google.com/patent/US6236901B1/en,https://patentimages.storage.googleapis.com/cc/3f/62/1a473ea4ba2ae6/US6236901-drawings-page-2.png
US-6748569-B1,XML server pages language ,"David M. Brooke, Steve M. Saxon","David M. Brooke, Steve M. Saxon",1999-09-20,1999-09-20,2004-06-08,2004-06-08,https://patents.google.com/patent/US6748569B1/en,https://patentimages.storage.googleapis.com/cb/6c/ba/9a0d9a2113f8e0/US6748569-drawings-page-2.png
US-6446141-B1,Storage server system including ranking of data source ,"Dell Products, L.P.","Shari J. Nolan, Jeffery S. Nespor, George W. Harris, Jr., Jerry Parker Lane, Alan R. Merrell",1999-03-25,1999-03-25,2002-09-03,2002-09-03,https://patents.google.com/patent/US6446141B1/en,https://patentimages.storage.googleapis.com/97/54/87/e510b60fbba1a0/US6446141-drawings-page-2.png
US-5479653-A,Disk array apparatus and method which supports compound raid configurations and spareless hot sparing ,"Dellusa, L.P.",Craig Jones,1994-07-14,1994-07-14,1995-12-26,1995-12-26,https://patents.google.com/patent/US5479653A/en,https://patentimages.storage.googleapis.com/65/77/76/6cd0f3352de464/US5479653-drawings-page-2.png
US-5995757-A,Software installation and testing for a build-to order computer system ,"Dell Usa, L.P.","Richard D. Amberg, Roger W. Wong, Michael A. Brundridge",1997-08-29,1997-08-29,1999-11-30,1999-11-30,https://patents.google.com/patent/US5995757A/en,https://patentimages.storage.googleapis.com/d1/4d/97/7e7ac0b7ef7cb3/US5995757-drawings-page-2.png
US-6031717-A,Back flow limiting device for failed redundant parallel fan ,"Dell Usa, L.P.","Alfred Rafi Baddour, David L. Moss, Richard S. Mills",1999-04-13,1999-04-13,2000-02-29,2000-02-29,https://patents.google.com/patent/US6031717A/en,https://patentimages.storage.googleapis.com/3b/a2/18/dab9d0990fc284/US6031717-drawings-page-2.png
US-5991806-A,Dynamic system control via messaging in a network management system ,"Dell Usa, L.P.","Stanley E. McHann, Jr.",1997-06-09,1997-06-09,1999-11-23,1999-11-23,https://patents.google.com/patent/US5991806A/en,https://patentimages.storage.googleapis.com/ba/71/18/95afb9ce34c637/US5991806-drawings-page-2.png
US-5546272-A,Serial fan cooling subsystem for computer systems ,"Dell Usa, L.P.","David L. Moss, Richard S. Mills",1995-01-18,1995-01-18,1996-08-13,1996-08-13,https://patents.google.com/patent/US5546272A/en,https://patentimages.storage.googleapis.com/50/b8/3a/5e1eb11138913d/US5546272-drawings-page-2.png
US-5657445-A,Apparatus and method for limiting access to mass storage devices in a computer system ,"Dell Usa, L.P.",John J. Pearce,1996-01-26,1996-01-26,1997-08-12,1997-08-12,https://patents.google.com/patent/US5657445A/en,https://patentimages.storage.googleapis.com/ba/88/57/49c5c87379b1ee/US5657445-drawings-page-2.png
US-5568610-A,Method and apparatus for detecting the insertion or removal of expansion cards using capacitive sensing ,"Dell Usa, L.P.",Alan E. Brown,1995-05-15,1995-05-15,1996-10-22,1996-10-22,https://patents.google.com/patent/US5568610A/en,https://patentimages.storage.googleapis.com/0f/10/b1/667a12276ca148/US5568610-drawings-page-2.png
US-6538669-B1,Graphical user interface for configuration of a storage system ,Dell Products L.P.,"Richard A. Lagueux, Jr., Joel H. Stave, John B. Yeaman, Brian E. Stevens, Robert M. Higgins, James M. Collins",1999-07-15,1999-07-15,2003-03-25,2003-03-25,https://patents.google.com/patent/US6538669B1/en,https://patentimages.storage.googleapis.com/88/4b/4b/31ab0addd3dcf9/US6538669-drawings-page-2.png
US-5619723-A,System for scheduling read ahead operations if new request is sequential of last n last read requests wherein n is different on independent activities ,Dell Usa Corp.,"Craig S. Jones, Kenneth L. Jeffries, Terry J. Parks",1991-12-17,1995-11-21,1997-04-08,1997-04-08,https://patents.google.com/patent/US5619723A/en,https://patentimages.storage.googleapis.com/a6/d7/ef/ced65c899acd23/US5619723-drawings-page-2.png
US-6049469-A,Combination electromagnetic shield and heat spreader ,"Dell Usa, L.P.","Charles D. Hood, III, Damon W. Broder, Eric B. Holloway",1997-08-20,1997-08-20,2000-04-11,2000-04-11,https://patents.google.com/patent/US6049469A/en,https://patentimages.storage.googleapis.com/77/c2/fa/3ca578899d8802/US6049469-drawings-page-2.png
US-5572403-A,Plenum bypass serial fan cooling subsystem for computer systems ,"Dell Usa, L.P.",R. Steven Mills,1995-01-18,1995-01-18,1996-11-05,1996-11-05,https://patents.google.com/patent/US5572403A/en,https://patentimages.storage.googleapis.com/11/43/8f/a1a8ebdd6bd0d7/US5572403-drawings-page-2.png
US-6115250-A,Computer and an assembly and method for cooling a computer ,"Dell Usa, Lp",Ty Schmitt,1998-01-20,1998-01-20,2000-09-05,2000-09-05,https://patents.google.com/patent/US6115250A/en,https://patentimages.storage.googleapis.com/77/83/18/3a6bd7b89bb3cb/US6115250-drawings-page-2.png
US-5963743-A,Database for facilitating software installation and testing for a build-to-order computer system ,"Dell Usa, L.P.","Richard D. Amberg, Roger W. Wong, Michael A. Brundridge",1997-08-29,1997-08-29,1999-10-05,1999-10-05,https://patents.google.com/patent/US5963743A/en,https://patentimages.storage.googleapis.com/2c/e5/06/352d083c1a37cf/US5963743-drawings-page-2.png
US-5438671-A,Method and system for transferring compressed bytes of information between separate hard disk drive units ,"Dell U.S.A., L.P.",John C. Miles,1991-07-19,1991-07-19,1995-08-01,1995-08-01,https://patents.google.com/patent/US5438671A/en,https://patentimages.storage.googleapis.com/eb/c8/fd/69f9c39d8a5b20/US5438671-drawings-page-2.png
US-5555425-A,Multi-master bus arbitration system in which the address and data lines of the bus may be separately granted to individual masters ,"Dell Usa, L.P.","Charles P. Zeller, Michael D. Durkin, Thomas H. Holman, Jr.",1990-03-07,1990-03-07,1996-09-10,1996-09-10,https://patents.google.com/patent/US5555425A/en,https://patentimages.storage.googleapis.com/36/d9/9a/14b7e7834e06de/US5555425-drawings-page-2.png
US-5404546-A,BIOS independent power management for portable computer ,Dell Usa,Gregory N. Stewart,1991-02-14,1993-02-16,1995-04-04,1995-04-04,https://patents.google.com/patent/US5404546A/en,https://patentimages.storage.googleapis.com/9c/34/16/ba3d541b2a8023/US5404546-drawings-page-2.png
US-6477667-B1,Method and system for remote device monitoring ,"Critical Devices, Inc.","Andrew E. Levi, Bradley W. Bauer, Robert C. Woldberg",1999-10-07,1999-10-07,2002-11-05,2002-11-05,https://patents.google.com/patent/US6477667B1/en,https://patentimages.storage.googleapis.com/7b/55/6f/8f63914d555c5d/US6477667-drawings-page-3.png
US-5991543-A,Software installation and testing for a build-to-order computer system ,"Dell Usa, L.P.","Richard D. Amberg, Roger W. Wong, Michael A. Brundridge",1997-08-29,1997-08-29,1999-11-23,1999-11-23,https://patents.google.com/patent/US5991543A/en,https://patentimages.storage.googleapis.com/ad/87/4a/f204a812d9714a/US5991543-drawings-page-2.png
US-6353885-B1,System and method for providing bios-level user configuration of a computer system ,"Dell Usa, L.P.","Dirie Herzi, Jim Dailey",1999-01-26,1999-01-26,2002-03-05,2002-03-05,https://patents.google.com/patent/US6353885B1/en,https://patentimages.storage.googleapis.com/3f/e4/1d/55ce6985d79897/US6353885-drawings-page-2.png
US-6070742-A,"Multi-segment, nesting, low profile cable management arm ","Dell Usa, L.P.","Andrew L. McAnally, Christopher S. Beall",1998-10-28,1998-10-28,2000-06-06,2000-06-06,https://patents.google.com/patent/US6070742A/en,https://patentimages.storage.googleapis.com/09/e1/69/1b368b7ab0c28a/US6070742-drawings-page-2.png
US-5975735-A,Method and apparatus for mounting a peripheral device ,"Dell Usa, L.P.",Ty Schmitt,1995-06-07,1996-03-04,1999-11-02,1999-11-02,https://patents.google.com/patent/US5975735A/en,https://patentimages.storage.googleapis.com/c0/c9/a8/6f410fb7761fe3/US5975735-drawings-page-2.png
US-6005770-A,Computer and a system and method for cooling the interior of the computer ,"Dell U.S.A., L.P.",Ty Schmitt,1997-11-12,1997-11-12,1999-12-21,1999-12-21,https://patents.google.com/patent/US6005770A/en,https://patentimages.storage.googleapis.com/5d/72/0e/bc539026b63c6f/US6005770-drawings-page-2.png
US-5974544-A,Method and controller for defect tracking in a redundant array ,"Dell Usa, L.P.","Kenneth Layton Jeffries, Craig S. Jones",1991-12-17,1996-10-01,1999-10-26,1999-10-26,https://patents.google.com/patent/US5974544A/en,https://patentimages.storage.googleapis.com/ea/f1/07/31b4b008352cd9/US5974544-drawings-page-2.png
US-5727928-A,Fan speed monitoring system for determining the speed of a PWM fan ,Dell Usa L.P.,Alan E. Brown,1995-12-14,1995-12-14,1998-03-17,1998-03-17,https://patents.google.com/patent/US5727928A/en,https://patentimages.storage.googleapis.com/61/52/73/2f0ac292c72017/US5727928-drawings-page-2.png
US-5440502-A,Stylus operable computer with wireless keyboard in storage bay ,"Dell Usa, L.P.",David S. Register,1991-12-26,1991-12-26,1995-08-08,1995-08-08,https://patents.google.com/patent/US5440502A/en,https://patentimages.storage.googleapis.com/be/4d/e8/34bab72262822b/US5440502-drawings-page-2.png
US-6002240-A,Self heating of batteries at low temperatures ,"Dell Usa, L.P.","Robert L. McMahan, John A. Cummings",1997-12-12,1997-12-12,1999-12-14,1999-12-14,https://patents.google.com/patent/US6002240A/en,https://patentimages.storage.googleapis.com/2f/77/f5/2a7ee45feddfce/US6002240-drawings-page-2.png
US-6226178-B1,Apparatus for cooling a heat generating component in a computer ,"Dell Usa, L.P.","Damon Broder, Charles D. Hood, III",1999-10-12,1999-10-12,2001-05-01,2001-05-01,https://patents.google.com/patent/US6226178B1/en,https://patentimages.storage.googleapis.com/c5/91/74/2bd519a95f5148/US6226178-drawings-page-2.png
US-5471225-A,Liquid crystal display with integrated frame buffer ,"Dell Usa, L.P.",Terry J. Parks,1993-04-28,1994-05-17,1995-11-28,1995-11-28,https://patents.google.com/patent/US5471225A/en,https://patentimages.storage.googleapis.com/49/57/63/1f9c71e60dd684/US5471225-drawings-page-2.png
US-5369771-A,Computer with transparent power-saving manipulation of CPU clock ,"Dell U.S.A., L.P.",Steven K. Gettel,1991-12-23,1991-12-23,1994-11-29,1994-11-29,https://patents.google.com/patent/US5369771A/en,https://patentimages.storage.googleapis.com/1e/e1/1c/6ac2cd1e50bd9d/US5369771-drawings-page-2.png
US-5875293-A,System level functional testing through one or more I/O ports of an assembled computer system ,"Dell Usa, L.P.","James S. Bell, Franklin D. Tomlinson, Michael A. Wason",1995-08-08,1995-08-08,1999-02-23,1999-02-23,https://patents.google.com/patent/US5875293A/en,https://patentimages.storage.googleapis.com/bc/a3/50/fc679cf5937301/US5875293-drawings-page-2.png
US-6351380-B1,Cooling fan mounting arrangement ,"Dell Products, L.P.","James Don Curlee, Robert Warren Johnson",1999-11-12,1999-11-12,2002-02-26,2002-02-26,https://patents.google.com/patent/US6351380B1/en,https://patentimages.storage.googleapis.com/a9/06/e5/06525aeff10b15/US6351380-drawings-page-2.png
US-6553408-B1,Virtual device architecture having memory for storing lists of driver modules ,Dell Products L.P.,"Alan Merrell, Joseph Altmaier, Jerry Parker Lane, Michael G. Panas",1999-03-25,1999-07-02,2003-04-22,2003-04-22,https://patents.google.com/patent/US6553408B1/en,https://patentimages.storage.googleapis.com/e9/80/5f/620233fc2691ab/US6553408-drawings-page-2.png
US-6598223-B1,Method and system for installing and testing build-to-order components in a defined configuration computer system ,"Dell Usa, L.P.","Thomas Vrhel, Jr., Gaston M. Barajas",1999-10-06,1999-10-06,2003-07-22,2003-07-22,https://patents.google.com/patent/US6598223B1/en,https://patentimages.storage.googleapis.com/5b/8a/45/eb29ba6f5bdd71/US6598223-drawings-page-4.png
US-5526493-A,Docking detection and suspend circuit for portable computer/expansion chassis docking system ,Dell Usa,Thomas Shu,1993-06-03,1993-06-03,1996-06-11,1996-06-11,https://patents.google.com/patent/US5526493A/en,https://patentimages.storage.googleapis.com/a1/b3/12/7281b94e398705/US5526493-drawings-page-2.png
US-5544006-A,Computer chassis having flexible card guide for expansion card insertion and removal ,"Dell Usa, L.P.","Timothy M. Radloff, Erica J. Scholder",1995-01-18,1995-01-18,1996-08-06,1996-08-06,https://patents.google.com/patent/US5544006A/en,https://patentimages.storage.googleapis.com/ff/d1/c0/a0347709c6e6f0/US5544006-drawings-page-2.png
US-5787491-A,Fast method and apparatus for creating a partition on a hard disk drive of a computer system and installing software into the new partition ,Dell Usa Lp,"Stanley L. Merkin, Mukund P. Khatri, Robert B. Macy",1996-01-26,1996-01-26,1998-07-28,1998-07-28,https://patents.google.com/patent/US5787491A/en,https://patentimages.storage.googleapis.com/20/98/bc/8806c84af9c3a6/US5787491-drawings-page-2.png
US-5983353-A,System and method for activating a deactivated device by standardized messaging in a network ,"Dell Usa, L.P.","Stanley E. McHann, Jr.",1997-01-21,1997-01-21,1999-11-09,1999-11-09,https://patents.google.com/patent/US5983353A/en,https://patentimages.storage.googleapis.com/0a/4f/1e/30871008876dd6/US5983353-drawings-page-2.png
US-6543047-B1,Method and apparatus for testing custom-configured software/hardware integration in a computer build-to-order manufacturing process ,"Dell Usa, L.P.","Thomas Vrhel, Jr., Gaston M. Barajas, Paul J. Maia, W. D. Todd Nix",1999-06-15,1999-06-15,2003-04-01,2003-04-01,https://patents.google.com/patent/US6543047B1/en,https://patentimages.storage.googleapis.com/e1/1d/ec/1ad383c5480e9d/US6543047-drawings-page-2.png
US-6191552-B1,External universal battery charging apparatus and method ,"Dell Usa, L.P.","Barry K. Kates, Greg R. Fiebrich",1999-01-25,1999-01-25,2001-02-20,2001-02-20,https://patents.google.com/patent/US6191552B1/en,https://patentimages.storage.googleapis.com/af/d6/46/55c6c59a2c7f97/US6191552-drawings-page-2.png
US-5960207-A,System and method for reducing power losses by gating an active power factor conversion process ,"Dell Usa, L.P.",Alan E. Brown,1997-01-21,1997-01-21,1999-09-28,1999-09-28,https://patents.google.com/patent/US5960207A/en,https://patentimages.storage.googleapis.com/bc/9f/55/6017ba5bb82068/US5960207-drawings-page-2.png
US-5768541-A,System for hot-plugging peripheral device to computer bus and disconnecting peripheral device upon detecting predetermined sequence of keystrokes inputted by user through keyboard ,"Dell U.S.A., L.P.",Ruby Pan-Ratzlaff,1995-06-15,1995-06-15,1998-06-16,1998-06-16,https://patents.google.com/patent/US5768541A/en,https://patentimages.storage.googleapis.com/55/9c/bd/3e5ef41fa4609b/US5768541-drawings-page-2.png
US-5912809-A,Printed circuit board (PCB) including channeled capacitive plane structure ,"Dell Usa, L.P.","Todd W. Steigerwald, Leroy Jones",1997-01-21,1997-01-21,1999-06-15,1999-06-15,https://patents.google.com/patent/US5912809A/en,https://patentimages.storage.googleapis.com/5d/5c/f5/66015c643696b7/US5912809-drawings-page-2.png
US-5727208-A,Method and apparatus for configuration of processor operating parameters ,Dell U.S.A. L.P.,Alan E. Brown,1995-07-03,1995-07-03,1998-03-10,1998-03-10,https://patents.google.com/patent/US5727208A/en,https://patentimages.storage.googleapis.com/5e/fd/cc/beb9c08540e1ad/US5727208-drawings-page-2.png
US-6539499-B1,"Graphical interface, method, and system for the provision of diagnostic and support services in a computer system ","Dell Usa, L.P.","Roy William Stedman, Tim William Cox, Sharon Diane Knippa",1999-10-06,1999-10-06,2003-03-25,2003-03-25,https://patents.google.com/patent/US6539499B1/en,https://patentimages.storage.googleapis.com/5d/72/fb/84c589a72a4941/US6539499-drawings-page-4.png
US-6490579-B1,Search engine system and method utilizing context of heterogeneous information resources ,Perot Systems Corporation,"Yong Gao, Dundee Navin-Chandra",1998-07-16,1998-07-16,2002-12-03,2002-12-03,https://patents.google.com/patent/US6490579B1/en,https://patentimages.storage.googleapis.com/c6/c4/cc/4388ffce16d761/US6490579-drawings-page-2.png
US-6298443-B1,Method and system for supplying a custom software image to a computer system ,"Dell Usa, L.P.","Tom Colligan, Jonathan Ellis, Hunter Robertson",1998-04-24,1998-04-24,2001-10-02,2001-10-02,https://patents.google.com/patent/US6298443B1/en,https://patentimages.storage.googleapis.com/b7/f7/cb/93eb76e0e57c3c/US6298443-drawings-page-2.png
US-7111321-B1,Portable computer system with hierarchical and token-based security policies ,Dell Products L.P.,"La Vaughn F. Watts, Jr., James E. Dailey",1999-01-25,1999-01-25,2006-09-19,2006-09-19,https://patents.google.com/patent/US7111321B1/en,https://patentimages.storage.googleapis.com/de/c7/95/4320758e5f3cd7/US7111321-drawings-page-2.png
US-5745568-A,Method of securing CD-ROM data for retrieval by one machine ,"Dell Usa, L.P.","Clint H. O'Connor, John J. Pearce",1995-09-15,1995-09-15,1998-04-28,1998-04-28,https://patents.google.com/patent/US5745568A/en,https://patentimages.storage.googleapis.com/41/40/6b/827c6cca13b8d7/US5745568-drawings-page-2.png
US-5424913-A,Heat sink/component access door for portable computers ,"Dell Usa, L.P.",Dan Swindler,1994-01-11,1994-01-11,1995-06-13,1995-06-13,https://patents.google.com/patent/US5424913A/en,https://patentimages.storage.googleapis.com/1b/75/28/357004de4472f6/US5424913-drawings-page-2.png
US-5530946-A,Processor failure detection and recovery circuit in a dual processor computer system and method of operation thereof ,"Dell Usa, L.P.","Daniel Bouvier, Wai-Ming R. Chan",1994-10-28,1994-10-28,1996-06-25,1996-06-25,https://patents.google.com/patent/US5530946A/en,https://patentimages.storage.googleapis.com/fa/ea/94/96cc2e77cc561b/US5530946-drawings-page-2.png
US-5939862-A,Adaptive power battery charging apparatus ,"Dell Usa, L.P.","Barry K. Kates, Edward P. Sheehan, Jr.",1995-10-20,1997-11-19,1999-08-17,1999-08-17,https://patents.google.com/patent/US5939862A/en,https://patentimages.storage.googleapis.com/42/07/fe/c445a65be1f310/US5939862-drawings-page-2.png
US-5241303-A,Portable computer with physical reconfiguration of display connection for stylus and keyboard entry ,"Dell Usa, L.P.","David S. Register, J. Michael O'Dell, Robert Groover, III",1991-12-26,1991-12-26,1993-08-31,1993-08-31,https://patents.google.com/patent/US5241303A/en,https://patentimages.storage.googleapis.com/b0/3f/e3/f4c6fe36604224/US5241303-drawings-page-2.png
US-6774808-B1,Electromechanical lock for components ,Dell Products L.P.,"Richard N. Hibbs, Ian C. Fry",2000-05-17,2000-05-17,2004-08-10,2004-08-10,https://patents.google.com/patent/US6774808B1/en,https://patentimages.storage.googleapis.com/24/34/c7/845e82c74ad1d5/US06774808-20040810-D00000.png
US-6181549-B1,Chassis retaining system for an electronics rack ,"Dell Products, L.P.","R. Steven Mills, Steven L. Sands",1997-06-24,1997-06-24,2001-01-30,2001-01-30,https://patents.google.com/patent/US6181549B1/en,https://patentimages.storage.googleapis.com/74/0a/97/9347bd604b9cdf/US6181549-drawings-page-2.png
US-5918956-A,Computer cabinet latching mechanism ,"Dell U.S.A., L.P.",Erica Scholder,1996-08-16,1997-08-18,1999-07-06,1999-07-06,https://patents.google.com/patent/US5918956A/en,https://patentimages.storage.googleapis.com/67/e7/91/ab3ccd98bc3240/US5918956-drawings-page-2.png
US-5604871-A,Modular host local expansion upgrade ,"Dell Usa, L.P.",Victor Pecone,1993-07-15,1995-10-11,1997-02-18,1997-02-18,https://patents.google.com/patent/US5604871A/en,https://patentimages.storage.googleapis.com/89/d1/8b/772e7d70d5b343/US5604871-drawings-page-2.png
US-6658586-B1,Method and system for device status tracking ,Andrew E. Levi,Andrew E. Levi,1999-10-07,2000-05-09,2003-12-02,2003-12-02,https://patents.google.com/patent/US6658586B1/en,https://patentimages.storage.googleapis.com/c6/12/57/07a18d9c45f864/US06658586-20031202-D00000.png
US-5513319-A,Watchdog timer for computer system reset ,"Dell Usa, L.P.","Richard Finch, Eric Schieve",1993-07-02,1995-06-08,1996-04-30,1996-04-30,https://patents.google.com/patent/US5513319A/en,https://patentimages.storage.googleapis.com/a1/c4/66/e3ff3874fa3f30/US5513319-drawings-page-2.png
US-5995364-A,Hard disk drive mounting bracket ,Dell Computer Corporation,"Andrew McAnally, Stephen Cook, Blake West",1997-07-28,1997-07-28,1999-11-30,1999-11-30,https://patents.google.com/patent/US5995364A/en,https://patentimages.storage.googleapis.com/50/b8/30/07acf860e91fd2/US5995364-drawings-page-2.png
US-5831821-A,Computer having an expansion card cage assembly ,Dell Computer Corporation,"Erica Scholder, Timothy Radloff, Karl Steffes, Stephen Cook",1997-01-24,1997-01-24,1998-11-03,1998-11-03,https://patents.google.com/patent/US5831821A/en,https://patentimages.storage.googleapis.com/a3/8c/be/3cfa0e2c9f518a/US5831821-drawings-page-2.png
US-5601349-A,Captive latch mechanism for use with an expansion card cage in a personal computer ,"Dell U.S.A., Lp",George T. Holt,1995-07-25,1995-07-25,1997-02-11,1997-02-11,https://patents.google.com/patent/US5601349A/en,https://patentimages.storage.googleapis.com/a6/a3/81/ca3c133c1a1b97/US5601349-drawings-page-2.png
US-6871221-B1,Method and apparatus to manage network client logon scripts using a graphical management and administration tool ,Scriptlogic Corporation,Brian Styles,2000-01-21,2000-01-21,2005-03-22,2005-03-22,https://patents.google.com/patent/US6871221B1/en,https://patentimages.storage.googleapis.com/70/b3/73/6b0c15aad09777/US06871221-20050322-D00000.png
US-5576519-A,Anisotropic interconnect methodology for cost effective manufacture of high density printed wiring boards ,"Dell U.S.A., L.P.",Deepak N. Swamy,1994-01-04,1995-03-23,1996-11-19,1996-11-19,https://patents.google.com/patent/US5576519A/en,https://patentimages.storage.googleapis.com/29/02/d2/67e999e33b5388/US5576519-drawings-page-2.png
US-5509811-A,Computer enclosure with embedded PCMCIA modem card ,"Dell Usa, L.P.",Michael J. Homic,1994-01-12,1994-01-12,1996-04-23,1996-04-23,https://patents.google.com/patent/US5509811A/en,https://patentimages.storage.googleapis.com/fd/df/b5/3b1e3f350cd532/US5509811-drawings-page-2.png
US-5734557-A,Mounting assembly for electronic equipment ,"Deli U.S.A., L.P.","Andrew McAnally, Stephen Cook",1996-09-13,1996-09-13,1998-03-31,1998-03-31,https://patents.google.com/patent/US5734557A/en,https://patentimages.storage.googleapis.com/e7/be/72/fdf74f87462c18/US5734557-drawings-page-2.png
US-5613873-A,Modular jack with integral light-emitting diode ,"Dell Usa, L.P.","Joseph W. Bell, Jr.",1993-12-16,1993-12-16,1997-03-25,1997-03-25,https://patents.google.com/patent/US5613873A/en,https://patentimages.storage.googleapis.com/87/3f/0c/706bebaa72cb36/US5613873-drawings-page-2.png
US-6247126-B1,Recoverable software installation process and apparatus for a computer system ,"Dell Usa, L.P.","Alan E. Beelitz, Richard D. Amberg",1999-01-25,1999-01-25,2001-06-12,2001-06-12,https://patents.google.com/patent/US6247126B1/en,https://patentimages.storage.googleapis.com/d4/cd/da/f134d38e63565d/US6247126-drawings-page-2.png
US-6435354-B1,Cable management arm assembly ,Dell Products L.P.,"Randolph D. Gray, Tiffany J. Williams",2000-08-07,2000-08-07,2002-08-20,2002-08-20,https://patents.google.com/patent/US6435354B1/en,https://patentimages.storage.googleapis.com/00/45/9c/87fbfeac6c735b/US06435354-20020820-D00000.png
US-5754809-A,Perspective windowing technique for computer graphical user interface ,"Dell U.S.A., L.P.",Jerry D. Gandre,1995-12-12,1995-12-12,1998-05-19,1998-05-19,https://patents.google.com/patent/US5754809A/en,https://patentimages.storage.googleapis.com/85/fd/fa/b3b43c30f1f396/US5754809-drawings-page-2.png
US-6279109-B1,Computing system and operating method for booting and running a graphical user interface (GUI) with r/w hard drive partition unavailable ,"Dell U.S.A., L.P.",Michael Brundridge,1999-01-07,1999-01-07,2001-08-21,2001-08-21,https://patents.google.com/patent/US6279109B1/en,https://patentimages.storage.googleapis.com/6c/1a/62/ae853870e73241/US6279109-drawings-page-3.png
US-5878238-A,Technique for supporting semi-compliant PCI devices behind a PCI-to-PCI bridge ,"Dell Usa, L.P.","Doron Gan, Jeff Savage",1996-01-23,1997-08-07,1999-03-02,1999-03-02,https://patents.google.com/patent/US5878238A/en,https://patentimages.storage.googleapis.com/b9/ab/e7/23ef6c3f7c123e/US5878238-drawings-page-2.png
US-6519762-B1,Method and apparatus for restoration of a computer system hard drive ,"Dell Usa, L.P.","Tom Colligan, Jonathan Ellis, Hunter Robertson",1998-12-15,1998-12-15,2003-02-11,2003-02-11,https://patents.google.com/patent/US6519762B1/en,https://patentimages.storage.googleapis.com/cb/c7/09/a8b97494905ba6/US6519762-drawings-page-2.png
